4,587, 455, 132,581, 459, 122,556, 479, 77,556, 479, 77
8,587, 455, 132,581, 459, 122,556, 478, 78,555, 479, 76
12,586, 454, 132,581, 458, 123,555, 478, 77,555, 478, 77
16,587, 455, 132,580, 459, 121,556, 479, 77,556, 480, 76
20,587, 455, 132,581, 460, 121,557, 479, 78,556, 479, 77
24,587, 455, 132,581, 459, 122,556, 479, 77,556, 480, 76
28,587, 454, 133,581, 459, 122,556, 479, 77,555, 479, 76
32,586, 455, 131,579, 458, 121,555, 478, 77,554, 479, 75
36,587, 456, 131,581, 459, 122,556, 479, 77,556, 480, 76
40,586, 455, 131,581, 460, 121,557, 478, 79,556, 480, 76
44,587, 455, 132,581, 459, 122,556, 479, 77,556, 479, 77
48,586, 454, 132,581, 459, 122,556, 479, 77,555, 479, 76
52,587, 455, 132,580, 458, 122,555, 478, 77,555, 479, 76
56,587, 456, 131,581, 460, 121,557, 479, 78,556, 480, 76
60,587, 455, 132,581, 459, 122,556, 479, 77,556, 479, 77
64,586, 455, 131,581, 459, 122,556, 479, 77,556, 480, 76
68,586, 454, 132,581, 459, 122,556, 478, 78,554, 478, 76
72,587, 455, 132,580, 459, 121,555, 479, 76,556, 479, 77
76,587, 455, 132,581, 459, 122,557, 480, 77,556, 480, 76
80,586, 455, 131,581, 459, 122,556, 479, 77,556, 480, 76
84,587, 455, 132,581, 459, 122,556, 478, 78,555, 479, 76
88,586, 455, 131,580, 458, 122,555, 477, 78,554, 478, 76
92,587, 456, 131,580, 459, 121,556, 479, 77,556, 480, 76
96,586, 455, 131,582, 460, 122,557, 479, 78,556, 480, 76
100,587, 455, 132,581, 459, 122,556, 479, 77,556, 479, 77
104,587, 453, 134,581, 459, 122,556, 478, 78,556, 479, 77
108,587, 455, 132,579, 458, 121,555, 478, 77,555, 479, 76
112,587, 456, 131,581, 459, 122,557, 479, 78,556, 480, 76
116,587, 455, 132,581, 460, 121,557, 478, 79,556, 480, 76
120,587, 455, 132,581, 459, 122,556, 479, 77,556, 479, 77
124,585, 454, 131,581, 459, 122,556, 479, 77,555, 478, 77
128,587, 455, 132,580, 459, 121,555, 478, 77,555, 479, 76
132,587, 455, 132,581, 460, 121,557, 479, 78,556, 480, 76
136,588, 455, 133,582, 459, 123,556, 479, 77,556, 479, 77
140,587, 455, 132,581, 459, 122,556, 478, 78,555, 479, 76
144,586, 454, 132,581, 459, 122,556, 477, 79,555, 478, 77
148,587, 455, 132,580, 458, 122,556, 479, 77,555, 479, 76
152,587, 455, 132,581, 460, 121,557, 480, 77,556, 480, 76
156,587, 455, 132,581, 459, 122,556, 478, 78,556, 479, 77
160,587, 455, 132,581, 459, 122,556, 478, 78,555, 479, 76
164,586, 454, 132,580, 458, 122,555, 477, 78,555, 478, 77
168,587, 456, 131,581, 459, 122,556, 479, 77,556, 480, 76
172,587, 455, 132,581, 460, 121,557, 479, 78,556, 479, 77
176,587, 455, 132,581, 459, 122,556, 479, 77,556, 479, 77
180,586, 454, 132,581, 459, 122,556, 479, 77,555, 479, 76
184,586, 455, 131,580, 458, 122,555, 478, 77,555, 479, 76
188,587, 456, 131,581, 459, 122,557, 479, 78,556, 480, 76
192,586, 455, 131,582, 459, 123,557, 479, 78,556, 480, 76
196,587, 455, 132,581, 459, 122,556, 478, 78,556, 479, 77
200,586, 454, 132,581, 459, 122,556, 479, 77,555, 478, 77
204,587, 455, 132,580, 458, 122,556, 478, 78,555, 479, 76
208,587, 455, 132,582, 460, 122,557, 479, 78,557, 480, 77
212,587, 455, 132,581, 459, 122,556, 479, 77,556, 479, 77
216,587, 455, 132,581, 459, 122,556, 479, 77,555, 479, 76
220,586, 454, 132,581, 459, 122,556, 477, 79,554, 479, 75
224,587, 455, 132,580, 459, 121,556, 478, 78,555, 480, 75
228,586, 455, 131,582, 460, 122,557, 480, 77,556, 480, 76
232,587, 455, 132,581, 459, 122,556, 479, 77,556, 479, 77
236,587, 454, 133,581, 459, 122,556, 478, 78,555, 479, 76
240,586, 455, 131,580, 458, 122,555, 478, 77,554, 478, 76
244,587, 456, 131,581, 459, 122,556, 479, 77,556, 480, 76
248,588, 455, 133,581, 460, 121,557, 479, 78,555, 479, 76
252,587, 455, 132,581, 459, 122,556, 479, 77,555, 479, 76
256,587, 453, 134,581, 459, 122,556, 478, 78,555, 479, 76
260,587, 455, 132,580, 458, 122,555, 478, 77,555, 479, 76
264,588, 456, 132,581, 460, 121,556, 479, 77,557, 480, 77
268,586, 455, 131,581, 460, 121,556, 479, 77,556, 480, 76
272,587, 455, 132,581, 459, 122,556, 479, 77,556, 479, 77
276,586, 454, 132,581, 459, 122,556, 478, 78,555, 478, 77
280,587, 456, 131,580, 459, 121,556, 478, 78,555, 479, 76
284,587, 455, 132,581, 459, 122,557, 479, 78,557, 480, 77
288,586, 455, 131,581, 459, 122,556, 479, 77,556, 480, 76
292,587, 455, 132,581, 459, 122,556, 479, 77,556, 479, 77
296,586, 454, 132,581, 459, 122,555, 477, 78,554, 478, 76
300,586, 455, 131,580, 459, 121,556, 478, 78,556, 480, 76
304,587, 455, 132,582, 460, 122,557, 479, 78,556, 479, 77
308,586, 455, 131,581, 459, 122,556, 479, 77,556, 480, 76
312,587, 454, 133,581, 459, 122,556, 479, 77,555, 479, 76
316,586, 455, 131,580, 458, 122,555, 477, 78,554, 479, 75
320,587, 456, 131,581, 459, 122,556, 479, 77,556, 480, 76
324,587, 455, 132,582, 460, 122,556, 478, 78,555, 479, 76
328,587, 455, 132,581, 459, 122,556, 478, 78,556, 479, 77
332,587, 453, 134,581, 459, 122,556, 479, 77,556, 479, 77
336,587, 455, 132,579, 458, 121,555, 478, 77,554, 479, 75
340,587, 455, 132,581, 460, 121,557, 479, 78,556, 480, 76
344,587, 455, 132,582, 459, 123,556, 479, 77,556, 479, 77
