4,573,464,109,576,462,114,553,480,73,588,451,137
8,574,465,109,576,462,114,553,480,73,589,452,137
12,573,465,108,577,463,114,554,482,72,591,452,139
16,573,464,109,577,462,115,553,481,72,589,452,137
20,573,464,109,576,462,114,553,481,72,589,452,137
24,573,464,109,576,461,115,553,480,73,589,451,138
28,574,465,109,577,462,115,553,481,72,590,452,138
32,573,465,108,578,463,115,554,481,73,590,452,138
36,573,464,109,577,462,115,553,481,72,590,452,138
40,573,463,110,577,462,115,553,481,72,589,451,138
44,573,465,108,576,461,115,552,480,72,589,451,138
48,574,465,109,577,463,114,554,482,72,590,453,137
52,573,465,108,578,462,116,553,481,72,590,452,138
56,573,464,109,577,462,115,553,481,72,589,452,137
60,573,464,109,576,462,114,553,481,72,589,451,138
64,573,465,108,576,462,114,553,480,73,589,452,137
68,574,465,109,577,463,114,554,482,72,590,453,137
72,574,464,110,577,462,115,553,481,72,590,452,138
76,573,465,108,577,462,115,553,481,72,589,452,137
80,572,464,108,577,461,116,553,480,73,588,451,137
84,574,465,109,577,462,115,553,481,72,589,452,137
88,574,465,109,577,463,114,554,482,72,590,452,138
92,573,465,108,577,463,114,553,481,72,589,452,137
96,573,464,109,576,462,114,553,481,72,590,452,138
100,573,465,108,576,461,115,552,480,72,589,451,138
104,574,465,109,577,462,115,553,481,72,590,452,138
108,574,465,109,578,463,115,554,481,73,589,452,137
112,573,465,108,577,462,115,553,481,72,589,452,137
116,573,464,109,576,462,114,553,481,72,590,451,139
120,573,465,108,576,461,115,552,480,72,588,452,136
124,574,466,108,577,462,115,553,481,72,590,453,137
128,573,465,108,578,462,116,553,481,72,590,452,138
132,573,465,108,577,462,115,553,481,72,590,452,138
136,573,464,109,577,462,115,553,480,73,588,451,137
140,573,465,108,576,461,115,553,481,72,590,452,138
144,574,464,110,578,463,115,554,482,72,590,453,137
148,574,465,109,577,462,115,553,481,72,589,452,137
152,574,464,110,577,462,115,553,481,72,589,452,137
156,573,464,109,576,462,114,552,480,72,588,451,137
160,574,465,109,576,462,114,553,480,73,589,452,137
164,574,465,109,578,463,115,554,481,73,589,452,137
168,573,465,108,577,462,115,553,481,72,589,452,137
172,573,464,109,576,462,114,553,481,72,590,452,138
176,573,465,108,576,461,115,552,480,72,589,451,138
180,574,466,108,577,462,115,553,481,72,590,453,137
184,573,465,108,577,463,114,554,481,73,589,452,137
188,574,465,109,577,462,115,553,481,72,589,452,137
192,572,464,108,577,462,115,553,481,72,589,451,138
196,573,465,108,576,461,115,553,480,73,589,451,138
200,575,465,110,577,463,114,554,481,73,590,453,137
204,574,465,109,577,462,115,553,481,72,590,452,138
208,573,465,108,577,462,115,553,481,72,590,452,138
212,573,464,109,577,462,115,553,480,73,588,451,137
216,574,465,109,576,461,115,552,481,71,589,452,137
220,574,465,109,577,463,114,554,482,72,591,452,139
224,574,465,109,577,462,115,553,481,72,589,452,137
228,574,465,109,577,462,115,553,481,72,589,452,137
232,573,464,109,576,461,115,552,480,72,588,451,137
236,574,465,109,576,462,114,553,481,72,590,452,138
240,574,465,109,578,463,115,554,481,73,590,452,138
244,573,464,109,577,462,115,553,481,72,590,452,138
248,573,463,110,577,462,115,553,481,72,589,452,137
252,573,464,109,576,461,115,552,480,72,589,451,138
256,574,465,109,577,462,115,553,481,72,590,453,137
260,573,465,108,578,462,116,554,481,73,589,452,137
264,573,464,109,577,462,115,553,481,72,589,452,137
268,573,464,109,576,462,114,553,481,72,589,451,138
272,574,465,109,576,462,114,552,480,72,589,452,137
276,575,465,110,578,463,115,554,481,73,590,453,137
280,573,465,108,577,462,115,554,481,73,590,452,138
284,574,465,109,577,462,115,553,481,72,590,452,138
288,573,464,109,577,462,115,553,480,73,588,451,137
292,574,465,109,576,462,114,553,480,73,589,452,137
296,574,465,109,577,463,114,554,482,72,590,452,138
300,573,465,108,577,462,115,553,481,72,590,452,138
304,574,465,109,577,462,115,553,481,72,590,452,138
308,573,464,109,576,462,114,552,480,72,588,451,137
312,574,465,109,577,462,115,553,481,72,590,452,138
316,574,465,109,578,463,115,554,481,73,590,452,138
320,574,464,110,577,462,115,553,481,72,590,452,138
324,573,464,109,577,462,115,553,481,72,589,451,138
328,573,464,109,576,461,115,552,480,72,589,451,138
332,574,466,108,577,462,115,554,481,73,590,453,137
336,574,465,109,578,463,115,554,481,73,589,452,137
340,573,464,109,577,462,115,553,481,72,589,452,137
344,573,464,109,576,462,114,553,480,73,589,451,138
348,573,465,108,576,461,115,553,480,73,589,452,137
352,574,465,109,577,462,115,554,482,72,590,452,138
356,573,465,108,577,462,115,553,481,72,589,452,137
360,573,464,109,577,462,115,553,481,72,589,452,137
364,573,464,109,577,462,115,553,479,74,589,451,138
368,574,465,109,576,462,114,553,481,72,589,452,137
372,573,465,108,578,463,115,554,482,72,590,452,138
376,573,465,108,577,462,115,553,481,72,589,452,137
380,573,464,109,577,462,115,553,481,72,589,452,137
384,573,464,109,576,461,115,552,480,72,588,451,137
388,574,466,108,577,462,115,553,481,72,590,452,138
392,574,465,109,577,463,114,554,481,73,590,452,138
396,573,465,108,577,462,115,553,481,72,590,452,138
400,573,464,109,577,462,115,553,481,72,590,452,138
